0.00109276,0,0,-0.09244394,0.01485019,-0.0347262
0.001302107,0,0,-0.0884199,0.004407923,-0.06220888
0.0008216113,0,0,-0.09594105,0.02282005,-0.04612418
0.00115876,0,0,-0.08744301,0.01043068,-0.03280002
0.0009980024,0,0,-0.08725455,0.006102979,-0.03540426
0.0006759228,0,0,-0.08957837,0.01807622,-0.04259543
0.0005643087,0,0,-0.09164158,0.01702981,-0.04613185
0.001136423,0,0,-0.08854112,0.0239884,-0.03678418
0.001560843,0,0,-0.08709436,0.00967614,-0.06640346
0.0007714481,0,0,-0.08903393,0.01217179,-0.03928364
0.0007435678,0,0,-0.08805944,0.02234729,-0.04374851
0.001014378,0,0,-0.09120126,0.0179633,-0.03652635
0.000673182,0,0,-0.08898704,0.0201185,-0.04691549
0.0008907383,0,0,-0.09012824,0.01090539,-0.03718606
0.001299776,0,0,-0.09142604,0.00652533,-0.03116284
0.000788037,0,0,-0.08891992,0.01375749,-0.03919962
0.0007927804,0,0,-0.09628232,0.02108754,-0.04697652
0.001134753,0,0,-0.08998281,0.01296844,-0.03348403
0.0009766547,0,0,-0.08850971,0.02227371,-0.03860613
0.0009323444,0,0,-0.09133485,0.01105864,-0.03665227
0.001389783,0,0,-0.08836632,0.006675076,-0.06449662
0.001118562,0,0,-0.08721954,0.01865107,-0.03477267
0.001565251,0,0,-0.08738506,0.003553336,-0.02769499
0.0008663419,0,0,-0.08880087,0.00847823,-0.0374601
0.0008616101,0,0,-0.08937903,0.01857279,-0.03916532
0.001188699,0,0,-0.08764192,0.003444785,-0.05923777
0.0006921541,0,0,-0.08807617,0.01546262,-0.0413137
0.001096002,0,0,-0.09013464,0.0202543,-0.03584111
0.0006952466,0,0,-0.09329593,0.01921973,-0.04733248
0.0007489661,0,0,-0.08836521,0.01919489,-0.04146669
0.000764991,0,0,-0.09031823,0.02282253,-0.04649123
0.0009946572,0,0,-0.08909562,0.00757296,-0.035409
0.0007672757,0,0,-0.0872068,0.02148255,-0.04238886
0.001164837,0,0,-0.09331604,0.009436689,-0.03328945
0.001186698,0,0,-0.08943821,0.01100421,-0.03250089
0.001084967,0,0,-0.08990704,0.01577039,-0.03469367
0.001307299,0,0,-0.08787984,0.007717068,-0.03071589
0.001182656,0,0,-0.08721954,0.004549623,-0.03277653
0.00134038,0,0,-0.08834075,0.003575601,-0.03070307
0.000540063,0,0,-0.08950394,0.01572716,-0.0446974
0.0006342942,0,0,-0.08693716,0.01983383,-0.04625466
0.001483484,0,0,-0.08807588,0.003324209,-0.02880419
0.001205097,0,0,-0.09300744,0.01212781,-0.03275998
0.001223871,0,0,-0.08798698,0.02419346,-0.03536873
0.0008118859,0,0,-0.08759518,0.008586714,-0.03834666
0.001292983,0,0,-0.09089741,0.005532408,-0.03128986
0.00092314,0,0,-0.09142649,0.01465613,-0.03727925
0.00112716,0,0,-0.0894601,0.02155886,-0.03579051
0.0006279068,0,0,-0.09342294,0.01912941,-0.04497113
0.0007312835,0,0,-0.09047429,0.02236445,-0.04436276
0.001187891,0,0,-0.08713204,0.007906232,-0.0615633
0.001107462,0,0,-0.08698192,0.0253159,-0.038321
0.001116719,0,0,-0.08975704,0.006298183,-0.03366645
0.000779999,0,0,-0.09484505,0.02266108,-0.04566285
0.001423397,0,0,-0.08944453,0.005058771,-0.02942682
0.001285501,0,0,-0.08803376,0.003436393,-0.06109123
0.0008679378,0,0,-0.08713091,0.007387212,-0.03743008
0.0008310135,0,0,-0.09388115,0.02284347,-0.04723515
0.00134196,0,0,-0.08744148,0.009144844,-0.06357384
0.0007109296,0,0,-0.09439313,0.01942872,-0.04717131
0.0007246608,0,0,-0.08821616,0.02242648,-0.04608994
0.0005196984,0,0,-0.08730704,0.0151138,-0.04483165
0.0008962346,0,0,-0.09107494,0.01300496,-0.03741668
0.0008162228,0,0,-0.09376739,0.02323234,-0.04646593
0.0006305372,0,0,-0.08897638,0.01576904,-0.04269405
0.0007891277,0,0,-0.08857249,0.01543507,-0.03949606
0.0007021924,0,0,-0.08701331,0.01186228,-0.04045513
0.0007201495,0,0,-0.09045018,0.02136255,-0.04372044
0.0005934073,0,0,-0.0896283,0.01585401,-0.04356973
0.001359004,0,0,-0.08707296,0.02718366,-0.03520993
0.0005754887,0,0,-0.08884719,0.01531964,-0.04372621
0.0009760337,0,0,-0.0920651,0.0106457,-0.03602557
0.001144919,0,0,-0.08712734,0.01425086,-0.03337026
0.001110858,0,0,-0.08739987,0.006456424,-0.06036025
0.00140255,0,0,-0.08718053,0.004572176,-0.06412198
0.0007054724,0,0,-0.08722716,0.02239713,-0.04563545
0.001262354,0,0,-0.0870802,0.007970257,-0.03132088
0.001116457,0,0,-0.08720915,0.01633174,-0.03419511
0.0006232148,0,0,-0.09237792,0.0186027,-0.04443814
0.001168551,0,0,-0.08822751,0.02244238,-0.03542918
0.0008414283,0,0,-0.09644224,0.02221536,-0.04705825
